openalex_id,title,year,authors,source,doi,cited_by_count,abstract,open_access,pdf_url,landing_page,matched_topic
https://openalex.org/W1966004755,Behavior of Stone Columns Based on Experimental and FEM Analysis,2007,"A. P. Ambily, Shailesh R. Gandhi",Journal of Geotechnical and Geoenvironmental Engineering,10.1061/(asce)1090-0241(2007)133:4(405),491,"A detailed experimental study on behavior of single column and group of seven columns is carried out by varying parameters like spacing between the columns, shear strength of soft clay, and loading condition. Laboratory tests are carried out on a column of 100mm diameter surrounded by soft clay of different consistency. The tests are carried out either with an entire equivalent area loaded to estimate the stiffness of improved ground or only a column loaded to estimate the limiting axial capacity. During the group experiments, the actual stress on column and clay were measured by fixing pressure cells in the loading plate. Finite-element analyses have also been performed using 15-noded triangular elements with the software package PLAXIS. A drained analysis was carried out using Mohr-Coulomb’s criterion for soft clay, stones, and sand. The numerical results from the FEM are compared with the experimental results which showed good agreement between the results. Columns arranged with spacings more than 3 times the diameter of the column does not give any significant improvement. Based on the results, design charts are developed and a design procedure is suggested.",False,,https://doi.org/10.1061/(asce)1090-0241(2007)133:4(405),stone columns ground improvement
https://openalex.org/W2294347688,Introduction of Microbial Biopolymers in Soil Treatment for Future Environmentally-Friendly and Sustainable Geotechnical Engineering,2016,"Ilhan Chang, Jooyoung Im, Gye-Chun Cho",Sustainability,10.3390/su8030251,490,"Soil treatment and improvement is commonly performed in the field of geotechnical engineering. Methods and materials to achieve this such as soil stabilization and mixing with cementitious binders have been utilized in engineered soil applications since the beginning of human civilization. Demand for environment-friendly and sustainable alternatives is currently rising. Since cement, the most commonly applied and effective soil treatment material, is responsible for heavy greenhouse gas emissions, alternatives such as geosynthetics, chemical polymers, geopolymers, microbial induction, and biopolymers are being actively studied. This study provides an overall review of the recent applications of biopolymers in geotechnical engineering. Biopolymers are microbially induced polymers that are high-tensile, innocuous, and eco-friendly. Soil–biopolymer interactions and related soil strengthening mechanisms are discussed in the context of recent experimental and microscopic studies. In addition, the economic feasibility of biopolymer implementation in the field is analyzed in comparison to ordinary cement, from environmental perspectives. Findings from this study demonstrate that biopolymers have strong potential to replace cement as a soil treatment material within the context of environment-friendly construction and development. Moreover, continuing research is suggested to ensure performance in terms of practical implementation, reliability, and durability of in situ biopolymer applications for geotechnical engineering purposes.",True,https://www.mdpi.com/2071-1050/8/3/251/pdf?version=1457614474,https://doi.org/10.3390/su8030251,soil stabilization earthquake
https://openalex.org/W3211558303,Colloid Chemistry of Silica,1994,Horacio E. Bergna,Advances in chemistry series,10.1021/ba-1994-0234.ch001,490,"Silicon dioxide is the main component of the crust of the earth. Combined with the oxides of magnesium, aluminum, calcium, and iron, it forms the silicate minerals in our rocks and soil. Over millions of years silicon dioxide, or silica, has been separated from the original silicate rocks by the action of water to appear as quartz. In a few places it was deposited in the amorphous form as opal. Our English word silica has a very broad connotation: it includes silicon dioxide in all its crystalline, amorphous, soluble, or chemically combined forms in which the silicon atom is surrounded by four or six oxygen atoms. This definitely excludes all the organosilicon compounds made by man in which carbon atoms have been linked directly to silicon atoms—commonly referred to as ""silicones"", which do not occur in nature. Silica is soluble enough in water to play important roles in many forms of life. It forms the skeletons of diatoms, the earliest form of life that absorbed sunlight and began to release oxygen into the atmosphere. Many plants use silica to stiffen stems and form needles on the surface for protection. As animals developed, the role of silica became less obvious. But each one of us contains about half a gram of silica, without which our bones could not have been formed, and probably also not our brains. Silica has played a key role since the beginning of civilization, first in flint for tools and weapons and in clay and sand for pottery. The high strength and durability of Roman cement 2000 years ago is now known to be due to the use of a special volcanic ash that is an almost pure form of amorphous colloidal silica. Today there is active research on the use of the somewhat similar silica fume from electric furnaces to make a super-strong Portland cement. Our present technology would be very different without the silica for the catalysts of our oil refineries, for the molds for casting the superalloys in our jet engines, for modern glass and ceramics, electronic microcircuits, quartz crystals, and fiber optics. — Ralph K. Iler, Alexander Memorial Lecture, Australia, 1989. Reprinted with permission from Chemistry in Australia (October 1986, p 355).",False,,https://doi.org/10.1021/ba-1994-0234.ch001,colloidal silica soil
https://openalex.org/W2141251269,Assessment of the Liquefaction Susceptibility of Fine-Grained Soils,2006,"Jonathan D. Bray, Rodolfo B. Sancio",Journal of Geotechnical and Geoenvironmental Engineering,10.1061/(asce)1090-0241(2006)132:9(1165),488,"Observations from recent earthquakes and the results of cyclic tests indicate that the Chinese criteria are not reliable for determining the liquefaction susceptibility of fine-grained soils. Fine-grained soils that liquefied during the 1994 Northridge, 1999 Kocaeli, and 1999 Chi-Chi earthquakes often did not meet the clay-size criterion of the Chinese criteria. Cyclic testing of a wide range of soils found to liquefy in Adapazari during the Kocaeli earthquake confirmed that these fine-grained soils were susceptible to liquefaction. It is not the amount of “clay-size” particles in the soil; rather, it is the amount and type of clay minerals in the soil that best indicate liquefaction susceptibility. Thus plasticity index (PI) is a better indicator of liquefaction susceptibility. Loose soils with PI<12 and wc∕LL>0.85 were susceptible to liquefaction, and loose soils with 12 0.8 were systematically more resistant to liquefaction. Soils with PI>18 tested at low effective confining stresses were not susceptible to liquefaction. Additionally, the results of the cyclic testing program provide insights regarding the effects of confining pressure, initial static shear stress, and stress-path on the liquefaction of fine-grained soils.",False,,https://doi.org/10.1061/(asce)1090-0241(2006)132:9(1165),soil liquefaction
https://openalex.org/W2953203364,Historical increase in agricultural machinery weights enhanced soil stress levels and adversely affected soil functioning,2019,"Thomas Keller, Maria Sandin, Tino Colombi, Rainer Horn, Dani Or",Soil and Tillage Research,10.1016/j.still.2019.104293,487,"Soil compaction caused by vehicular traffic adversely affects key soil functions and ecosystem services that soils provide. Although compaction is a well-recognized problem, it remains challenging to quantify the economic and ecological costs of compaction. The mechanization in agriculture has resulted in a steady increase in weight of farm vehicles. It is reasonable to assume that this has exacerbated soil compaction, but there is little quantitative knowledge on the development of compaction levels in arable soils. To quantify these trends, we use historical records of harvester and tractor weights to simulate how the weight increase has changed soil stresses and bulk density of arable soil, and to predict impacts on the mechanical resistance for root growth and on soil hydraulic properties. Our simulations show a clear increase in soil stress levels with higher bulk density and mechanical penetration resistance, and a decrease in soil hydraulic conductivity in agreement with available data. We show that increased mechanical resistance has resulted in decreased root elongation rates and consequently prolonged the time required for roots to reach a certain soil depth. The historical changes of compaction levels and associated limitations on root elongation rates coincide with a stagnation in crop yields in the 1990s observed for cereals in many countries. Our calculations illustrate that the historical increase in compaction levels has drastically decreased saturated hydraulic conductivity and water storage capacity of subsoils. We speculate that this has contributed to the increase in the incidence and severity of flood events during recent decades in Europe. Finally, we take Sweden as an example and estimate annual compaction costs due to agricultural productivity loss and flooding damage of several hundred M€ yr−1 for Sweden. Considering the continuation of upwards trends in the average weight of farm machinery and the projected increase in extreme weather events, the costs of soil compaction are likely to escalate. The study highlights that we have likely exceeded the acceptable loads, and that future agricultural operations must consider the inherent mechanical limit of soil.",True,https://www.sciencedirect.com/science/article/pii/S016719871930131X/pdf,https://doi.org/10.1016/j.still.2019.104293,dynamic compaction soil
https://openalex.org/W2968655378,Production and applications of activated carbons as adsorbents from olive stones,2019,"Junaid Saleem, Usman Bin Shahid, Mouhammad Hijab, Hamish R. Mackey, Gordon McKay",Biomass Conversion and Biorefinery,10.1007/s13399-019-00473-7,484,"Olive stones have been widely used as a renewable energy biowaste source. As they are rich in elemental carbon (40–45 wt%), much research focussed on effectively converting olive stones, as precursors, into activated carbon adsorbents. However, only a few studies have concentrated on summarising the various techniques used to produce activated carbon from olive stone. This article reviews the research undertaken on the production and application of activated carbon as an adsorbent from olive stones for wastewater treatment. Various physical, chemical and physico-chemical treatments to remove heavy metals, organics and dyes are discussed, and the resultant adsorption capacities are reported. In several cases, very high adsorption capacities are recorded. Finally, the future prospects of these materials as adsorbents are discussed, and after further development work, olive stone-derived activated carbons have great potential especially in the area of organic polluted wastewaters.",True,https://link.springer.com/content/pdf/10.1007/s13399-019-00473-7.pdf,https://doi.org/10.1007/s13399-019-00473-7,stone columns ground improvement
https://openalex.org/W2154210126,SEISMIC TRIGGERING OF ERUPTIONS IN THE FAR FIELD: Volcanoes and Geysers,2006,"Michael Manga, E. E. Brodsky",Annual Review of Earth and Planetary Sciences,10.1146/annurev.earth.34.031405.125125,484,"Approximately 0.4% of explosive volcanic eruptions occur within a few days of large, distant earthquakes. This many “triggered” eruptions is much greater than expected by chance. Several mechanisms have been proposed to explain triggering through changes in magma overpressure, including the growth of bubbles, the advection of large pressures by rising bubbles, and overturn of magma chambers. Alternatively, triggered eruptions may occur through failure of rocks surrounding stored magma. All these mechanisms require a process that enhances small static stress changes caused by earthquakes or that can convert (the larger) transient, dynamic strains into permanent changes in pressure. All proposed processes, in addition to viscoelastic relaxation of stresses, can result in delayed triggering of eruptions, although quantifying the connection between earthquakes and delayed, triggered eruptions is much more challenging. Mud volcanoes and geysers also respond to distant earthquakes. Mud volcanoes that discharge mud from depths greater than many hundreds of meters may be triggered by liquefaction caused by shaking, and may thus be similar to small mud volcanoes that originate within a few meters of the surface. Changes in permeability of the matrix surrounding main geyser conduits, by opening or creating new fractures, may explain the observed changes in their eruption frequency.",False,,https://doi.org/10.1146/annurev.earth.34.031405.125125,liquefaction triggering
https://openalex.org/W4241188518,Soil liquefaction and cyclic mobility evaluation for level ground during earthquakes,1979,,International Journal of Rock Mechanics and Mining Sciences & Geomechanics Abstracts,10.1016/0148-9062(79)91243-9,483,,False,,https://doi.org/10.1016/0148-9062(79)91243-9,soil liquefaction
https://openalex.org/W2097742663,CPT-Based Probabilistic and Deterministic Assessment of In Situ Seismic Soil Liquefaction Potential,2006,"Robb Eric S. Moss, Raymond B. Seed, Robert E. Kayen, Jonathan P. Stewart, Armen Der Kiureghian, Kemal Önder Çetin",Journal of Geotechnical and Geoenvironmental Engineering,10.1061/(asce)1090-0241(2006)132:8(1032),474,"This paper presents a complete methodology for both probabilistic and deterministic assessment of seismic soil liquefaction triggering potential based on the cone penetration test (CPT). A comprehensive worldwide set of CPT-based liquefaction field case histories were compiled and back analyzed, and the data then used to develop probabilistic triggering correlations. Issues investigated in this study include improved normalization of CPT resistance measurements for the influence of effective overburden stress, and adjustment to CPT tip resistance for the potential influence of “thin” liquefiable layers. The effects of soil type and soil character (i.e., “fines” adjustment) for the new correlations are based on a combination of CPT tip and sleeve resistance. To quantify probability for performance-based engineering applications, Bayesian “regression” methods were used, and the uncertainties of all variables comprising both the seismic demand and the liquefaction resistance were estimated and included in the analysis. The resulting correlations were developed using a Bayesian framework and are presented in both probabilistic and deterministic formats. The results are compared to previous probabilistic and deterministic correlations.",True,,https://doi.org/10.1061/(asce)1090-0241(2006)132:8(1032),soil liquefaction
https://openalex.org/W2050565203,Estimating crop coefficients from fraction of ground cover and height,2009,"Richard G. Allen, L. S. Pereira",Irrigation Science,10.1007/s00271-009-0182-z,470,,True,https://www.repository.utl.pt/bitstream/10400.5/9041/1/REP-2009-36.pdf,https://doi.org/10.1007/s00271-009-0182-z,stone columns ground improvement
https://openalex.org/W1985864751,Soil compaction processes and their effects on the structure of arable soils and the environment,1995,"Rainer Horn, H. Domżżał, A Slowinska-Jurkiewicz, C. van Ouwerkerk",Soil and Tillage Research,10.1016/0167-1987(95)00479-c,469,,True,,https://doi.org/10.1016/0167-1987(95)00479-c,dynamic compaction soil
https://openalex.org/W2054793434,Plate-boundary deformation associated with the great Sumatra–Andaman earthquake,2006,"C. Subarya, M. Chlieh, L. Prawirodirdjo, Jean‐Philippe Avouac, Yehuda Bock, K. Sieh, A. J. Meltzner, D. H. Natawidjaja, Robert J. McCaffrey",Nature,10.1038/nature04522,451,,True,https://www.nature.com/articles/nature04522.pdf,https://doi.org/10.1038/nature04522,lateral spreading earthquake
https://openalex.org/W2783892252,Liquefaction resistance of bio-cemented calcareous sand,2018,"Peng Xiao, Hanlong Liu, Yang Xiao, Armin W. Stuedlein, T. Matthew Evans",Soil Dynamics and Earthquake Engineering,10.1016/j.soildyn.2018.01.008,443,,False,,https://doi.org/10.1016/j.soildyn.2018.01.008,liquefaction mitigation
https://openalex.org/W2115364046,Shear-Wave Velocity–Based Probabilistic and Deterministic Assessment of Seismic Soil Liquefaction Potential,2013,"Robert E. Kayen, Robb Eric S. Moss, Eric M. Thompson, Raymond B. Seed, Kemal Önder Çetin, Armen Der Kiureghian, Yuichi Tanaka, Kohji Tokimatsu",Journal of Geotechnical and Geoenvironmental Engineering,10.1061/(asce)gt.1943-5606.0000743,440,"Shear-wave velocity (Vs) offers a means to determine the seismic resistance of soil to liquefaction by a fundamental soil property. This paper presents the results of an 11-year international project to gather new Vs site data and develop probabilistic correlations for seismic soil liquefaction occurrence. Toward that objective, shear-wave velocity test sites were identified, and measurements made for 301 new liquefaction field case histories in China, Japan, Taiwan, Greece, and the United States over a decade. The majority of these new case histories reoccupy those previously investigated by penetration testing. These new data are combined with previously published case histories to build a global catalog of 422 case histories of Vs liquefaction performance. Bayesian regression and structural reliability methods facilitate a probabilistic treatment of the Vs catalog for performance-based engineering applications. Where possible, uncertainties of the variables comprising both the seismic demand and the soil capacity were estimated and included in the analysis, resulting in greatly reduced overall model uncertainty relative to previous studies. The presented data set and probabilistic analysis also help resolve the ancillary issues of adjustment for soil fines content and magnitude scaling factors.",True,,https://doi.org/10.1061/(asce)gt.1943-5606.0000743,soil liquefaction
https://openalex.org/W2077343332,Performance of compacted cement-stabilised soil,2004,"Ramdane Bahar, Mouloud Benazzoug, Saïd Kenai",Cement and Concrete Composites,10.1016/j.cemconcomp.2004.01.003,435,,False,,https://doi.org/10.1016/j.cemconcomp.2004.01.003,dynamic compaction soil
https://openalex.org/W2127158804,A more precise chronology of earthquakes produced by the San Andreas Fault in southern California,1989,"Kerry Sieh, Minze Stuiver, David R. Brillinger",Journal of Geophysical Research Atmospheres,10.1029/jb094ib01p00603,435,"Improved methods of radiocarbon analysis have enabled us to date more precisely the earthquake ruptures of the San Andreas fault that are recorded in the sediments at Pallett Creek. Previous dates of these events had 95% confidence errors of 50–100 calendar years. New error limits are less than 23 calendar years for all but two of the dated events. This greater precision is due to larger sample size, longer counting time, lower background noise levels, more precise conversion of radiocarbon ages to calendric dates, and better stratigraphic constraints and statistical techniques. The new date ranges, with one exception, fall within the broader ranges estimated previously, but our estimate of the average interval between the latest 10 episodes of faulting is now about 132 years. Variability about the mean interval is much greater than was suspected previously. Five of the nine intervals are shorter than a century; three of the remaining four intervals are about two to three centuries long. Despite the wide range of these intervals, a pattern in the occurrence of large earthquakes at Pallett Creek is apparent in the new data. The past 10 earthquakes occur in four clusters, each of which consists of two or three events. Earthquakes within the clusters are separated by periods of several decades, but the clusters are separated by dormant periods of two to three centuries. This pattern may reflect important mechanical aspects of the fault's behavior. If this pattern continues into the future, the current period of dormancy will probably be greater than two centuries. This would mean that the section of the fault represented by the Pallett Creek site is currently in the middle of one of its longer periods of repose between clusters, and sections of the fault farther to the southeast are much more likely to produce the next great earthquake in California. The greater precision of dates now available for large earthquakes recorded at the Pallett Creek site enables speculative correlation of events between paleoseismic sites along the southern half of the San Andreas fault. A history of great earthquakes with overlapping rupture zones along the Mojave section of the fault remains one of the more attractive possibilities.",True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/JB094iB01p00603,https://doi.org/10.1029/jb094ib01p00603,lateral spreading earthquake
https://openalex.org/W1546652107,OPERATIONAL EARTHQUAKE FORECASTING. State of Knowledge and Guidelines for Utilization,2011,"Thomas H. Jordan, Yun-Tai Chen, Paolo Gasparini, Raúl Madariaga, Ian Main, Warner Marzocchi, Gerassimos A. Papadopoulos, Г. А. Соболев, Koshun Yamaoka, Jochen Zschau",Annals of Geophysics,10.4401/ag-5350,432,"Following the 2009 L'Aquila earthquake, the Dipartimento della Protezione Civile Italiana (DPC), appointed an International Commission on Earthquake Forecasting for Civil Protection (ICEF) to report on the current state of knowledge of short-term prediction and forecasting of tectonic earthquakes and indicate guidelines for utilization of possible forerunners of large earthquakes to drive civil protection actions, including the use of probabilistic seismic hazard analysis in the wake of a large earthquake. The ICEF reviewed research on earthquake prediction and forecasting, drawing from developments in seismically active regions worldwide. A prediction is defined as a deterministic statement that a future earthquake will or will not occur in a particular geographic region, time window, and magnitude range, whereas a forecast gives a probability (greater than zero but less than one) that such an event will occur. Earthquake predictability, the degree to which the future occurrence of earthquakes can be determined from the observable behavior of earthquake systems, is poorly understood. This lack of understanding is reflected in the inability to reliably predict large earthquakes in seismically active regions on short time scales. Most proposed prediction methods rely on the concept of a diagnostic precursor; i.e., some kind of signal observable before earthquakes that indicates with high probability the location, time, and magnitude of an impending event. Precursor methods reviewed here include changes in strain rates, seismic wave speeds, and electrical conductivity; variations of radon concentrations in groundwater, soil, and air; fluctuations in groundwater levels; electromagnetic variations near and above Earth's surface; thermal anomalies; anomalous animal behavior; and seismicity patterns. The search for diagnostic precursors has not yet produced a successful short-term prediction scheme. Therefore, this report focuses on operational earthquake forecasting as the principle means for gathering and disseminating authoritative information about time-dependent seismic hazards to help communities prepare for potentially destructive earthquakes. On short time scales of days and weeks, earthquake sequences show clustering in space and time, as indicated by the aftershocks triggered by large events. Statistical descriptions of clustering explain many features observed in seismicity catalogs, and they can be used to construct forecasts that indicate how earthquake probabilities change over the short term. Properly applied, short-term forecasts have operational utility; for example, in anticipating aftershocks that follow large earthquakes. Although the value of long-term forecasts for ensuring seismic safety is clear, the interpretation of short-term forecasts is problematic, because earthquake probabilities may vary over orders of magnitude but typically remain low in an absolute sense (< 1% per day). Translating such low-probability forecasts into effective decision-making is a difficult challenge. Reports on the current utilization operational forecasting in earthquake risk management were compiled for six countries with high seismic risk: China, Greece, Italy, Japan, Russia, United States. Long-term models are currently the most important forecasting tools for civil protection against earthquake damage, because they guide earthquake safety provisions of building codes, performance-based seismic design, and other risk-reducing engineering practices, such as retrofitting to correct design flaws in older buildings. Short-term forecasting of aftershocks is practiced by several countries among those surveyed, but operational earthquake forecasting has not been fully implemented (i.e., regularly updated and on a national scale) in any of them. Based on the experience accumulated in seismically active regions, the ICEF has provided to DPC a set of recommendations on the utilization of operational forecasting in Italy, which may also be useful in other countries. The public should be provided with open sources of information about the short-term probabilities of future earthquakes that are authoritative, scientific, consistent, and timely. Advisories should be based on operationally qualified, regularly updated seismicity forecasting systems that have been rigorously reviewed and updated by experts in the creation, delivery, and utility of earthquake information. The quality of all operational models should be evaluated for reliability and skill by retrospective testing, and they should be under continuous prospective testing against established long-term forecasts and alternative time-dependent models. Alert procedures should be standardized to facilitate decisions at different levels of government and among the public. Earthquake probability thresholds should be established to guide alert levels based on objective analysis of costs and benefits, as well as the less tangible aspects of value-of-information, such as gains in psychological preparedness and resilience. The principles of effective public communication established by social science research should be applied to the delivery of seismic hazard information.",True,https://www.annalsofgeophysics.eu/index.php/annals/article/download/5350/5371,https://doi.org/10.4401/ag-5350,lateral spreading earthquake
https://openalex.org/W2744755404,The effect of deep tillage on crop yield – What do we really know?,2017,"Florian Schneider, Axel Don, Inga Hennings, Oliver Schmittmann, Sabine J. Seidel",Soil and Tillage Research,10.1016/j.still.2017.07.005,430,,False,,https://doi.org/10.1016/j.still.2017.07.005,deep soil mixing
https://openalex.org/W2330792432,Empirical Correlation of Soil Liquefaction Based on SPT N-Value and Fines Content,1983,"Kohji Tokimatsu, Yoshiaki Yoshimi",SOILS AND FOUNDATIONS,10.3208/sandf1972.23.4_56,430,,False,,https://doi.org/10.3208/sandf1972.23.4_56,soil liquefaction
https://openalex.org/W1981632401,Dynamic response of liquefiable sand improved by microbial-induced calcite precipitation,2013,"Brina M. Montoya, Jason T. DeJong, Ross W. Boulanger",Géotechnique,10.1680/geot.sip13.p.019,425,"Microbial-induced calcite precipitation (MICP), a novel bio-mediated ground improvement method, was explored to mitigate liquefaction-prone soils. Geotechnical centrifuge tests were used to evaluate cementation integrity and the response of MICP cemented sands to dynamic loading. The cementation integrity testing reveals a change in behaviour from ‘soil like' to ‘rock like', with an increase in treatment level. Results from dynamic testing demonstrate a clear increase in resistance to liquefaction of MICP-treated sands compared to untreated loose sand. The MICP sands were treated to varying levels of cementation (light, moderate and heavy cementation levels) and assessed using non-destructive shear wave velocity measurements. The centrifuge models were all subjected to ground motions consisting of sine waves with increasing amplitudes. Accelerations, pore pressures and settlements were measured in the soil during shaking, and the changes in soil behaviour and post-shaking shear wave velocity for soils prepared to different cementation levels are discussed. Increased resistance to liquefaction was demonstrated with a decrease in excess pore pressure ratios in the MICP-treated models, as well as in reduced post-shaking settlements; however, surface accelerations were amplified at heavy levels of cementation. A tradeoff between improving liquefaction resistance and minimising undesirable higher surface accelerations needs to be considered when designing the soil improvement level.",True,https://www.icevirtuallibrary.com/doi/pdf/10.1680/geot.SIP13.P.019,https://doi.org/10.1680/geot.sip13.p.019,post liquefaction settlement
https://openalex.org/W3035596001,Review on biopolymer-based soil treatment (BPST) technology in geotechnical engineering practices,2020,"Ilhan Chang, Minhyeong Lee, Thi Phuong An Tran, Sojeong Lee, Yeong-Man Kwon, Jooyoung Im, Gye-Chun Cho",Transportation Geotechnics,10.1016/j.trgeo.2020.100385,422,"Various applications of biopolymer-based soil treatment (BPST) in geotechnical engineering have been implemented in recent years, including dust control, soil strengthening and erosion control. Despite BPST methods can ensure the effectiveness of engineering while meeting environmental protection requirements, BPST technology requires further validation in terms of site applicability, durability, and economic feasibility. This study aims to provide a state-of-the-art review and future prospective of BPST. Current biopolymer types, engineered and assessed in laboratory scales, are described along with site implementation attempts. The effect of biopolymers on soil behavior is reviewed with regard to geotechnical engineering application and practice, including soil consistency limits, strength parameters, hydraulic conductivity, soil-water characteristics, and erosion control. The economic feasibility and sustainability of BPST application in ground improvement and earth stabilization practices is discussed. This review postulates biopolymers to be a promising new, environmentally friendly ground improvement material for geotechnical and construction engineering practice.",True,https://www.sciencedirect.com/science/article/pii/S2214391220302737/pdf,https://doi.org/10.1016/j.trgeo.2020.100385,colloidal silica soil
https://openalex.org/W1853471207,CPT-Based Liquefaction Triggering Procedure,2015,"Ross W. Boulanger, I. M. Idriss",Journal of Geotechnical and Geoenvironmental Engineering,10.1061/(asce)gt.1943-5606.0001388,407,"A probabilistic cone penetration test (CPT) based liquefaction triggering procedure for cohesionless soils is derived using a maximum likelihood method with an updated case history database. The liquefaction analysis framework includes revised relationships for the magnitude scaling factor (MSF) and for estimating fines contents from CPT data when laboratory test data are not available. The updated case history database and methodology for developing the liquefaction correlation are described. Measurement and estimation uncertainties, the potential effects of false positives and false negatives in the case history database, and the effects of the choice-based sampling bias in the case history database are accounted for. Sensitivity analyses showed that the position of the most likely triggering curve and the magnitude of the total error term are reasonably well constrained by the data. The sensitivity study provides reasonable bounds on the effects of different interpretations, from which probabilistic and deterministic relationships for practice are recommended.",False,,https://doi.org/10.1061/(asce)gt.1943-5606.0001388,liquefaction triggering
https://openalex.org/W611666754,The Deep Mixing Method,2013,"Masaki Kitazume, Masaaki Terashi",,10.1201/b13873,401,"The Deep Mixing Method (DMM), a deep in-situ soil stabilization technique using cement and/or lime as a stabilizing agent, was developed in Japan and in the Nordic countries independently in the 1970s. Numerous research efforts have been made in these areas investigating properties of treated soil, behavior of DMM improved ground under static and d",False,,https://doi.org/10.1201/b13873,deep soil mixing
https://openalex.org/W2077339871,Resistance and resilience of the forest soil microbiome to logging-associated compaction,2013,"Martin Hartmann, Pascal A. Niklaus, Stephan Zimmermann, Stefan Schmutz, Johann Kremer, Kessy Abarenkov, Peter Lüscher, Franco Widmer, Beat Frey",The ISME Journal,10.1038/ismej.2013.141,398,"Soil compaction is a major disturbance associated with logging, but we lack a fundamental understanding of how this affects the soil microbiome. We assessed the structural resistance and resilience of the microbiome using a high-throughput pyrosequencing approach in differently compacted soils at two forest sites and correlated these findings with changes in soil physical properties and functions. Alterations in soil porosity after compaction strongly limited the air and water conductivity. Compaction significantly reduced abundance, increased diversity, and persistently altered the structure of the microbiota. Fungi were less resistant and resilient than bacteria; clayey soils were less resistant and resilient than sandy soils. The strongest effects were observed in soils with unfavorable moisture conditions, where air and water conductivities dropped well below 10% of their initial value. Maximum impact was observed around 6-12 months after compaction, and microbial communities showed resilience in lightly but not in severely compacted soils 4 years post disturbance. Bacteria capable of anaerobic respiration, including sulfate, sulfur, and metal reducers of the Proteobacteria and Firmicutes, were significantly associated with compacted soils. Compaction detrimentally affected ectomycorrhizal species, whereas saprobic and parasitic fungi proportionally increased in compacted soils. Structural shifts in the microbiota were accompanied by significant changes in soil processes, resulting in reduced carbon dioxide, and increased methane and nitrous oxide emissions from compacted soils. This study demonstrates that physical soil disturbance during logging induces profound and long-lasting changes in the soil microbiome and associated soil functions, raising awareness regarding sustainable management of economically driven logging operations.",True,https://www.nature.com/articles/ismej2013141.pdf,https://doi.org/10.1038/ismej.2013.141,dynamic compaction soil
https://openalex.org/W2012573033,Soil physical properties related to soil structure,1994,"Rainer Horn, Heidi Taubner, M. W. Wuttke, Thomas Baumgartl",Soil and Tillage Research,10.1016/0167-1987(94)90005-1,398,,False,,https://doi.org/10.1016/0167-1987(94)90005-1,dynamic compaction soil
https://openalex.org/W1989865846,Soil quality: Attributes and relationship to alternative and sustainable agriculture,1992,"J. F. Parr, R. I. Papendick, Sharon B. Hornick, R. E. Meyer",Renewable Agriculture and Food Systems,10.1017/s0889189300004367,391,"Abstract Different chemical, physical, and biological properties of a soil interact in complex ways that determine its potential fitness or capacity to produce healthy and nutritious crops. The integration of these properties andine resulting level of productivity often is referred to as “soil quality.” Soil quality can be defined as an inherent attribute of a soil that is inferred from its specific characteristics and observations (e.g., compactability, erodibility, and fertility). The term also refers to the soil's structural integrity, which imparts resistance to erosion, and to the loss of plant nutrients and organic matter. Soil quality often is related to soil degradation, which can be defined as the time rate of change in soil quality. Soil quality should not be limited to soil productivity, but should encompass environmental quality, human and animal health, and food safety and quality. There is inadequate reliable information on how changes in soil quality directly affect food quality, or indirectly affect human and animal health. In characterizing soil quality, biological properties have received less emphasis than chemical and physical properties, because their effects are difficult to measure, predict, or quantify. Improved soil quality often is indicated by increased infiltration, aeration, macropores, aggregate size, aggregate stability, and soil organic matter, and by decreased bulk density, soil resistance, erosion, and nutrient runoff. These are useful, but future research should seek to identify and quantify reliable and meaningful biological/ecological indicators of soil quality, such as total species diversity or genetic diversity of beneficial soil microorganisms, insects, and animals. Because these biological/ecological indexes of soil quality are dynamic, they will require effective monitoring and assessment programs to develop appropriate databases for research and technology transfer. We need to know how such indexes are affected by management inputs, whether they can serve as early warning indicators of soil degradation, and how they relate to the sustainability of agricultural systems.",False,,https://doi.org/10.1017/s0889189300004367,dynamic compaction soil
https://openalex.org/W2101758912,Innovative methods in soil phosphorus research: A review,2015,"Jens Kruse, Marion Abraham, Wulf Amelung, Christel Baum, Roland Bol, Oliver Kühn, H. Lewandowski, Jörg Niederberger, Yvonne Oelmann, Christopher P. Rüger, Jakob Santner, Meike Siebers, Nina Siebers, Marie Spohn, Johan Vestergren, Angela Vogts, Peter Leinweber",Journal of Plant Nutrition and Soil Science,10.1002/jpln.201400327,390,"Abstract Phosphorus (P) is an indispensable element for all life on Earth and, during the past decade, concerns about the future of its global supply have stimulated much research on soil P and method development. This review provides an overview of advanced state‐of‐the‐art methods currently used in soil P research. These involve bulk and spatially resolved spectroscopic and spectrometric P speciation methods (1 and 2D NMR, IR, Raman, Q‐TOF MS/MS, high resolution‐MS, NanoSIMS, XRF, XPS, (µ)XAS) as well as methods for assessing soil P reactions (sorption isotherms, quantum‐chemical modeling, microbial biomass P, enzymes activity, DGT, 33P isotopic exchange, 18O isotope ratios). Required experimental set‐ups and the potentials and limitations of individual methods present a guide for the selection of most suitable methods or combinations.",True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jpln.201400327,https://doi.org/10.1002/jpln.201400327,colloidal silica soil
